Domain,Sub domain,Intent,Answer Format,value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,y_hat
Others,About Conversation,Complaint,"I am so sorry for your situation. Your valuable comments wil be sent to dedicated manager. If possible, may I have your help on descripting the problem through: ""link""",My bot can't solve my problem,-5.6910443,-6.2909904,-5.12008,-4.912546,-4.286788,-4.5283575,-4.511835,-5.059782,-4.683158,-4.8351617,-5.821084,-5.4032364,-4.4272532,-6.2191277,-5.9981713,-5.5217366,-5.485048,-5.8552885,-4.2711577,-5.496663,-6.3938575,-4.3529167,-3.7662942,-4.044335,-5.490746,-4.6327963,-4.701181,-5.461782,-5.7585554,-5.145958,-6.4956555,-5.3189692,-4.7021084,-5.284112,-5.185948,-5.732331,-4.919694,-4.3538656,-5.707125,-5.486348,-5.6569333,-5.016773,-5.526606,-5.3116693,-5.2105303,-4.277099,-4.604969,-5.45206,-4.78329,-5.409024,-4.7615824,-4.7360573,-4.9750977,-4.6519675,-5.4645424,-5.271282,-4.6919327,-3.9837859,-3.9272718,-5.7740235,-4.606938,-4.5510726,-3.4284327,-5.2356052,-4.8030753,-4.832405,0.92335737,-4.5774226,-5.014766,-3.8683238,-4.3698726,-6.9347377,-5.703973,-4.30941,66
About Business Component,Selection,Form_type,"We currently cover forms for changing personal particular, which include changing Name & id/ Address/ Employment status/ benifical owner, etc. ",You are not supposed to cover all kinds of forms for a bank.,-3.6771727,-4.753223,-4.601928,-5.4314647,-5.5130944,-5.343895,-5.053777,-5.4245157,-5.528749,-4.462728,-4.9547744,-5.170124,-6.0645695,-5.4830437,-4.586208,-4.7536983,-5.676464,-4.754112,-4.758303,-5.746231,-4.3177624,-4.5983644,-4.536447,-5.9606695,-4.6443195,-6.076483,-6.018866,-3.881324,-3.872155,-5.4035063,-4.6575365,-4.791099,-3.57999,-6.3226733,-5.024193,-4.5927444,-4.8534036,-5.426745,-4.882061,0.977829,-4.967876,-5.0735917,-4.7824087,-5.078564,-5.088308,-5.2066,-4.837248,-4.8909283,-5.492529,-3.8813567,-5.353267,-4.4890294,-4.218504,-5.3610377,-5.097611,-5.886657,-6.036554,-5.6088476,-5.3405704,-5.015718,-4.406477,-4.4257097,-5.539592,-6.1702766,-6.005541,-6.1105666,-5.3183064,-4.2999105,-5.179112,-4.8666897,-5.3313065,-4.3448486,-5.5129857,-5.413354,39
About company,Future,Expansion,"We keep enlarging our service to new industry, new form purpose and new new geographical location. Our new mobile APP is also under development and serveal AI project are in planning to enhance our customer experience.",Tell me how you will extend your business.,-4.2791133,-4.412775,-4.8566594,-4.4957466,-5.5547433,-5.148754,-5.16224,-5.760112,-5.076862,-4.4483085,-5.3093233,-4.126792,-5.3242073,-5.339443,-5.646914,-4.1812954,-4.4558806,-4.5650635,-4.269772,-4.517839,-4.876735,-5.5065517,-4.9973984,-6.1467485,-4.6080136,-4.794425,-4.923602,-6.1931353,-4.2868676,-4.7114615,-4.56318,-4.6808853,-4.0135922,-5.304702,-5.2030134,-3.3055842,-4.995944,-5.7519207,-4.508851,-4.2533827,-4.528424,-4.590677,-5.6021256,-4.220516,-4.5592313,-5.7078533,-4.599188,-3.8115757,-5.500378,-4.1406736,-5.534005,-4.6385045,0.8543816,-3.9213688,-5.2360353,-5.8210883,-4.404492,-4.7038045,-4.866615,-4.733317,-5.742324,-5.4682846,-5.598687,-5.1797795,-5.3510423,-4.9588585,-4.9033017,-4.385178,-4.9599686,-5.2492337,-6.347886,-4.9461975,-5.012619,-4.654784,52
About Techology,AI Techology,AI_summary,"We utilise AI technology in serveal ways to improve your user experiece, and provide highly personalised and value added solution, to reduce your distress toward form.",Could Artificial Intelligence technology really help me while using FillEasy?,0.95402765,-3.6518607,-4.4652514,-4.867654,-5.660378,-5.552966,-5.076153,-4.3900976,-5.7321534,-4.5218062,-4.375716,-4.6053658,-5.00524,-5.762364,-4.1513896,-4.4304643,-5.692198,-4.550529,-4.6857777,-4.935295,-5.7341485,-4.805593,-4.4134455,-5.427013,-5.161878,-5.125159,-5.930629,-4.587874,-4.6971555,-5.523156,-4.217521,-5.4392495,-5.376037,-5.193091,-5.250399,-4.3713293,-4.9642706,-5.6206656,-4.344361,-3.7735078,-5.0260963,-4.9560933,-5.1123686,-5.5003157,-5.6266613,-4.906338,-5.015336,-4.776357,-5.4498954,-4.258761,-6.1632614,-6.045541,-4.616163,-5.4041705,-4.8828907,-5.1447487,-4.98595,-5.4885297,-4.7232027,-4.4092793,-5.0752654,-4.5742855,-5.216666,-4.94307,-5.276216,-5.148348,-5.817674,-5.2903495,-4.927271,-5.2708793,-5.2438126,-4.5525393,-4.443202,-6.0601892,0
About Business Component,Overall,Service_Updates,"We periodically use our AI technology, ""Form recognizer"" , to make comparsion between the newest form and the one we are using to ensure they are always up-to-date.",How do you ensure your form version is always up-to-date?,-5.1850677,-4.7845297,-4.7146263,-4.3746896,-5.6455536,-5.6058865,-4.7938805,-6.078495,-4.86265,-4.7960415,-5.2831817,-5.198446,-6.125565,-6.1499996,-5.164964,-5.0510287,-5.3307204,-4.8486996,-5.168974,-5.289912,-4.9497595,-4.7454104,-5.401704,-4.5483932,-5.1263094,-5.8362575,-5.688499,-5.149589,-4.080933,-3.6384692,-5.182399,-5.26905,-4.8899555,-5.9440107,-5.0684967,-4.2039256,-5.2933497,-5.077422,-5.758441,-4.352453,-5.2796926,-4.415327,-4.493416,-3.64452,-4.4037066,-4.4686093,-4.207216,-4.691071,-5.615902,-5.0730977,-5.7265925,-5.1017666,-4.3995495,-4.634597,-4.872576,-5.8869357,-5.4884305,-5.369346,-5.285009,-5.1720786,-5.647576,-5.9909286,-4.3850393,-4.9603496,-5.6958976,-6.1263843,-4.44427,1.0611974,-4.0233054,-6.000473,-4.6914396,-5.641408,-5.000813,-4.704338,67
About Techology,iAM SMART Integration,data_exchange_iamsmart,No data will be shared with iAMSMART without your prior consent. We will only share data you need us to ditigally sign with iAMSMART to their respective servers ,Will My Bank Account No. Leak to iAMSMART?,-4.166843,-4.6677403,-3.906387,-4.5582595,-3.8622966,-5.05676,-5.2647386,-4.2561846,-4.249818,-5.212289,0.9793551,-5.2602797,-5.310306,-4.4946275,-3.7644286,-5.000655,-4.8931065,-3.695237,-5.366304,-4.3457,-4.4231706,-4.431575,-4.879374,-4.845476,-4.8247414,-4.781241,-4.9868035,-5.641108,-4.6591606,-5.396576,-4.7226195,-4.48542,-5.162913,-4.7645264,-6.038733,-4.149416,-3.991847,-4.067166,-5.762108,-4.8864017,-5.770764,-5.656053,-5.3869495,-5.1017804,-5.1125216,-4.5599523,-4.858507,-4.7186766,-5.0123158,-5.71241,-6.0896435,-6.376179,-5.174575,-5.1116195,-5.0594206,-4.5270977,-5.601495,-5.149395,-5.2151265,-5.241502,-5.5148005,-5.046935,-5.404183,-5.4159856,-5.773949,-5.652141,-5.949227,-4.97683,-5.0664735,-5.868052,-4.830465,-4.1200614,-4.4524927,-5.887427,10
About Techology,Data Security & Privacy,data_removal,"Go to XXX pages, click on XXX button. Please noted that it cannot be retrieved once your profile is deleted.",How may I delete all my data?,-4.844512,-4.833163,-5.074727,0.87039995,-5.2848625,-5.127045,-4.042489,-5.0601683,-3.7988303,-5.51715,-4.5744596,-4.078598,-4.5940866,-4.916136,-5.8898854,-5.0752416,-5.358837,-4.821238,-5.280077,-4.039811,-4.0508013,-4.6225533,-5.1437426,-4.4869866,-4.3764853,-5.0152073,-5.017429,-5.736093,-3.5974596,-4.737151,-5.6832447,-5.310789,-5.28231,-4.853353,-6.4309344,-3.631661,-5.720625,-5.119052,-4.97449,-5.236977,-5.6210465,-5.5016603,-5.750647,-4.758966,-5.128213,-6.045244,-4.8211617,-4.654717,-5.1355023,-5.331916,-5.6341343,-5.6327453,-4.5292163,-4.486314,-4.3953905,-5.5868526,-4.4641533,-4.916357,-5.0604324,-5.2709403,-5.647084,-5.3669157,-4.9471145,-5.2457147,-5.361964,-5.2589684,-4.8874683,-4.1715765,-5.2939253,-4.8597093,-5.222858,-5.197295,-5.5083,-4.3227243,3
About Business Component,Overall,Service_Updates,"We periodically use our AI technology, ""Form recognizer"" , to make comparsion between the newest form and the one we are using to ensure they are always up-to-date.",Do you guarantee your form has been all up to date?,-5.1911054,-4.782654,-4.716323,-4.3866386,-5.6816816,-5.5973964,-4.800996,-6.0684237,-4.8622365,-4.799308,-5.300374,-5.195596,-6.1246247,-6.152749,-5.192164,-5.0100803,-5.322806,-4.8587255,-5.1462517,-5.2951055,-4.9718785,-4.775957,-5.419275,-4.5587587,-5.1207943,-5.8431907,-5.680594,-5.1579146,-4.0862393,-3.6337414,-5.18975,-5.249185,-4.8857903,-5.941076,-5.0586357,-4.224709,-5.3090606,-5.091701,-5.7660995,-4.374017,-5.2516217,-4.4235663,-4.4685187,-3.6567068,-4.3791695,-4.481739,-4.20542,-4.659461,-5.6389337,-5.0580235,-5.735192,-5.0996323,-4.3789415,-4.6363826,-4.8553505,-5.8970885,-5.481387,-5.3684826,-5.2997446,-5.1904745,-5.662591,-5.9955673,-4.4009542,-4.9542828,-5.675188,-6.122886,-4.4470787,1.0576096,-4.0111337,-6.0101957,-4.6913495,-5.6446877,-4.998801,-4.700221,67
About company,Current,Fee,Our srevic is free to use and won't charge any from you. We charge a small service fee from our platform companies. ,Do I need to subscribe for the use of your service?,-4.6367755,-5.3479323,-3.5644326,-4.9797797,-4.763305,-4.7201467,-5.4704437,-4.71768,-4.7739935,-5.295043,-3.5890741,-4.3601694,-4.550668,-3.4947748,-4.669896,-4.863665,-5.144288,0.77013814,-5.6389236,-5.3439417,-4.5610003,-4.4560294,-5.5465326,-5.8327613,-4.0990853,-4.3542476,-4.4541097,-4.688935,-4.3444695,-5.964575,-4.307949,-4.1901045,-4.912806,-4.736758,-5.219151,-4.548075,-3.1467566,-4.0515924,-5.1921015,-4.686116,-5.5469294,-5.2355137,-4.222542,-5.1331825,-4.8880725,-4.5561194,-5.126568,-5.411584,-5.4496794,-5.4767084,-6.156999,-5.2864356,-5.1456456,-5.0833874,-4.754215,-5.170275,-5.4452043,-4.980543,-4.9647374,-5.2887497,-5.3816605,-5.7703323,-5.1431823,-4.589889,-4.6866283,-4.4102173,-5.5022364,-4.5262775,-5.0349507,-5.2240257,-5.532226,-3.7817807,-5.5265646,-5.8591423,17
About Business Component,Selection,Selection_flow,"Click the form type under ""Choose your service"" tag -> switch industry and select all companies under ""Choose your companies"" tag ",How do I select the form for Morgan?,-4.362574,-5.397328,-5.3727555,-5.354992,-6.081444,-6.478895,-5.6669846,-4.8182383,-5.8157268,-3.7832055,-5.7370896,-5.2882957,-4.8567038,-5.099678,-5.8610773,-4.157504,-5.4039073,-5.9944196,-4.4998517,-4.733412,-4.87986,-5.7492604,-4.8382444,-6.287208,-4.869268,-5.865892,-5.4303174,-4.210484,-5.147989,-4.1408176,-4.794158,-5.8432646,-5.093688,-5.446122,-4.4877067,-5.3739657,-5.7503076,-6.254034,-5.527766,-4.274958,-5.5344143,-5.616781,-5.4187193,-4.5734124,-4.811705,-5.612774,-5.174379,-5.1065373,-5.6521997,1.0555489,-4.221191,-4.7647114,-4.6735806,-5.0661793,-4.832209,-5.457777,-4.826359,-5.99008,-5.781697,-4.768191,-4.6300273,-3.9306462,-5.348139,-5.248124,-5.7405725,-6.1144733,-5.413433,-5.5789943,-4.184336,-5.2319555,-5.086476,-4.955178,-4.2961,-5.7764335,49
About the team,Our Team,Team,We are a team of 6 XXXXXXX. (More on people side),who are your team members?,-4.651632,-3.70496,-3.9566007,-5.9046874,-5.499807,-4.8037696,-5.0689406,-5.6248446,-5.9945154,-4.8773317,-5.6243653,-4.9497995,-5.576882,-4.684484,-4.521641,-4.421648,-4.9462423,-5.4756494,-3.5134614,-4.7308216,-5.434318,-5.846691,-6.49592,-5.485756,-4.480684,-5.3180766,-4.8533087,-6.1873083,-5.4053774,-3.6861472,-5.7754097,-4.447337,-5.328302,-4.6356993,-3.839776,-4.5674753,-5.4776306,-6.5452147,-4.7490616,-4.9954133,0.8081839,-4.3445835,-3.3866124,-4.1936913,-4.6057425,-4.720111,-4.2306056,-3.1238039,-4.7919655,-4.8734217,-5.5275764,-4.0931497,-4.4112177,-5.2182183,-4.262298,-5.122467,-4.5697227,-4.8137636,-5.8954115,-5.3184295,-5.591706,-6.0230627,-5.12075,-4.6897926,-4.1599035,-4.2722583,-5.459409,-5.061423,-4.9185905,-4.915094,-4.998085,-4.6487947,-4.813514,-4.0513153,40
About Business Component,Filling ,Filling Flow,"Filling all fields under each penal of ""Fill in"" and then press ""finish!"" botton","We have chosen your business, now what?",-5.709216,-5.1849165,-5.0442543,-4.325638,-4.5944066,-4.035205,-5.313101,-5.48675,-5.255273,-5.9724126,-5.703191,-4.165252,-5.1583343,-5.1108828,-5.453066,-5.579066,-4.238702,-5.1837325,-5.8086324,-3.6855443,-3.8960576,-5.457422,-5.1507263,-5.408428,-4.7928762,-3.1308823,-4.2040377,-5.5488405,-5.527831,-3.8871946,-3.3933394,-4.3395114,-4.452259,-4.99105,-5.8207903,-4.0433064,-5.2483516,-4.702683,-4.6792083,-5.1895957,-5.086317,-4.2626505,-5.7162023,-4.958607,-6.265538,-4.7121115,-5.179825,-4.95339,-3.8346446,-5.088599,-5.705523,-5.2028728,-3.8739712,0.7299005,-5.7656283,-5.769254,-4.4322567,-4.6496196,-4.7817626,-5.9271793,-6.0973125,-5.880872,-5.0996013,-5.2836857,-5.4761853,-5.594995,-4.7257867,-4.5830226,-5.210107,-5.0898714,-6.0185413,-4.5619206,-5.940391,-4.0413313,53
About Business Component,Selection,Form_unexpected_questioning,"it may be because of one of the reason below: 1. it only accept digital channel for submitting changing request; 2. it is not under our currently covered industry (financial service); 3. it is not under our currently covered location (Hong Kong). If you have a physical form, we encourage you to try out our ""Form Recogniser"", it is a AI driven solution help checking if your form is covered by our current service. ",I can't see the forms of HKBC on your website.,-4.7360506,-3.969953,-4.3061495,-5.4711895,-6.1478786,-5.628988,-5.1447697,-6.1374683,-5.9341564,-5.3245745,-5.7273006,-5.0058646,-5.867641,-5.813316,-4.3592396,-5.348389,-5.6711564,-5.1232033,-4.5159907,-5.7923965,-5.9892044,-5.6202407,-6.4084935,-4.4147854,-4.973277,-5.793116,-6.437443,-5.3085647,-4.7341194,-4.5133142,-5.872895,-4.7772827,-4.356918,-5.116438,-3.739261,-5.3401136,-5.7468896,-6.9047613,-4.6405396,-4.844307,-3.4745495,-5.8085876,0.94528323,-3.823041,-4.3024893,-5.4455547,-3.9174943,-3.7676451,-5.7237787,-4.6966667,-5.101725,-4.235041,-5.698456,-6.099322,-5.218122,-5.3759837,-5.201137,-5.7860484,-5.4728556,-5.0760784,-5.6343923,-4.7842155,-5.406011,-4.218358,-4.057674,-4.162786,-5.604088,-4.365756,-4.3166094,-5.592625,-4.4911957,-4.6254697,-5.6971426,-4.311243,42
About Business Component,Filling ,Input_validation,We use formvalidation to validate your innput currently. We may also incorporate AI such as OCR technology to enhance your user experiece in the future.,How could you know if I was key in the right information or not?,-4.7150645,-4.553882,-4.973668,-5.3250628,-5.580015,-6.452543,-4.1488056,-4.5616403,-5.0483766,0.9988833,-5.145592,-5.574443,-5.129148,-6.1281357,-5.3183494,-5.147618,-4.89875,-5.5095434,-4.848958,-5.848412,-5.3996377,-4.696106,-3.6409788,-5.0945606,-6.275232,-5.978834,-5.667501,-4.136618,-4.239436,-4.2642937,-5.543409,-5.75791,-5.5330796,-5.9275017,-4.277588,-5.802516,-4.5993705,-5.9909363,-5.6251693,-4.778842,-5.173694,-5.5035496,-5.4824443,-4.2102065,-4.6237245,-4.527267,-5.089609,-5.1060066,-6.0379834,-3.8914638,-4.4802575,-5.5373816,-4.8828583,-5.931163,-4.318405,-5.5414114,-4.6882234,-5.012638,-5.7214956,-5.2388344,-4.983382,-4.868316,-5.421972,-5.4022174,-5.1709914,-6.31929,-5.0820665,-4.716296,-4.6551213,-4.8034863,-5.074199,-5.613632,-4.4767203,-5.0867147,9
About Business Component,Post Servicing,Submission_withdrawal,You may need to direectly contact related parties for canceling your submission.,How can I cancell the application for submission?,-4.867967,-4.9932117,-5.4746,-4.329855,-4.2927184,-4.729721,-4.081345,-5.04287,-4.4744315,-4.9996424,-4.9226646,-6.0358744,-5.733251,-5.2774315,-3.9864116,-5.2713337,-4.2483234,-5.7923384,-4.792956,-5.1685777,-5.44285,-5.1579013,-4.709626,1.0310395,-5.7661867,-5.1900864,-4.8724046,-4.4793305,-4.0059986,-4.4728975,-5.431065,-4.61585,-5.051778,-4.2807026,-4.927474,-4.621331,-5.5494795,-4.644849,-5.2243342,-5.7338505,-5.7080536,-4.9863305,-4.0028386,-5.1146317,-4.3502445,-4.715866,-4.342536,-4.9326954,-4.8366766,-6.2137804,-5.382531,-5.2143226,-5.782852,-5.3728385,-4.183565,-4.521646,-5.402777,-5.057419,-5.1145873,-5.4947133,-5.2141414,-5.3702126,-4.4023376,-5.0962205,-5.1537237,-5.370613,-3.8783345,-4.476106,-4.919574,-4.9139953,-4.175387,-6.113037,-4.3510356,-4.851456,23
About Techology,AI Techology,AI_component,"Currently, we introduced the ""Form Recogniser"" and ""Chatbot"". ""Form Recogniser"" using Computer vision AI as its fondation while ""Chatbot"" are based on Natural Language Processing AI. ",Which part of your service concerns AI?,-3.4174855,0.8407891,-4.8073416,-4.877825,-5.29202,-5.8862143,-5.5056977,-5.755563,-5.758359,-4.676836,-4.9703627,-4.460357,-5.2654095,-6.2172976,-3.849285,-4.1663303,-5.5870967,-5.3273234,-5.2751317,-4.0217357,-5.7033916,-5.229468,-5.559417,-4.7456546,-5.207626,-5.3623195,-5.7186007,-5.7707095,-4.51582,-4.4431567,-5.3224826,-5.29333,-6.060024,-4.8637934,-5.116599,-4.302208,-4.8828936,-6.857194,-3.413535,-4.9106703,-3.5689466,-4.573178,-4.043024,-4.140088,-3.707076,-5.3379636,-5.115924,-4.2576427,-5.473158,-4.917965,-5.504887,-5.2253065,-4.7919145,-4.809946,-4.5566745,-5.697036,-4.8651056,-5.14641,-4.8147097,-4.759842,-5.7227855,-5.9750156,-5.1102877,-4.2602296,-4.9344435,-5.1121144,-6.101544,-4.546024,-5.2137947,-5.740009,-5.1159987,-4.1381683,-4.8686786,-4.939354,1
About Business Component,Overall,Doubt_usefulness,TBC,Give me some reason for why should I use your service?,-5.3059745,-4.812588,-4.2912827,-6.0507383,-3.690648,-4.7039886,-4.543951,-5.255846,-5.094625,-4.6398687,-4.196739,-4.2562838,-5.2323856,-5.1137357,-4.5360546,-4.3982644,-4.39625,-3.5984635,-6.740771,-5.2970147,-3.7836258,-2.7129645,-5.200639,-5.718603,-5.242048,-3.9667544,-5.281764,-5.487583,-5.5847363,-5.2953954,-5.6449227,-4.3475814,-5.611117,-4.482844,-5.75524,-5.406542,0.67160475,-4.7689657,-5.0074306,-5.092756,-5.776513,-5.156957,-5.4882193,-5.3921666,-5.474827,-5.1297507,-5.780663,-5.3431225,-4.5978813,-5.923673,-5.7567782,-5.4676433,-5.1112623,-4.9687514,-5.9014783,-4.6399245,-6.1713033,-4.2258577,-4.898819,-5.341015,-5.8473077,-6.1687,-5.4363966,-4.6943164,-4.6951737,-3.9427571,-5.393475,-4.760362,-6.1192327,-5.890213,-5.4000506,-4.4374967,-4.8659725,-5.452935,36
Others,About Conversation,Greeting,"Hi there. Here is ""Matthew"", your personal assistant. May I help you?",andWhatsup,-5.048994,-4.583376,-4.890573,-5.3423038,-5.0872335,-5.689801,-4.782714,-5.319155,-5.28625,-5.4540377,-5.5031066,-4.1939564,-4.9934797,-5.6309876,-5.5953593,-4.5277743,-5.1751304,-4.9313006,-4.886983,-4.272932,-5.151124,-4.6378193,-4.851689,-5.102264,-4.663846,-4.8899307,-5.345144,-5.409665,-4.9889865,-4.4967265,-5.2430034,-4.7647977,-5.7008376,-4.511986,-5.2683425,-5.4077654,-4.615807,-5.4337335,-3.8974698,-6.1345067,-4.4566293,-4.8017163,-4.366251,-4.5655775,-4.9336414,-4.663931,-4.931381,-5.060067,-5.4967384,-5.481241,-5.032784,-4.8441043,-5.3549037,-5.0323577,-4.161521,-5.8116035,-4.49319,-4.999337,-4.312282,-4.67591,-5.1927476,-5.654707,-4.3371024,0.6097503,-2.4379659,-4.10968,-5.316234,-4.7482476,-5.246093,-5.664482,-4.4857397,-5.170766,-4.975434,-3.7641387,63
About Techology,iAM SMART Integration,iamsmart_summary,iAM Smart is a gov app for authentication. ,So what am I smart?,-4.607495,-3.8523765,-3.6278906,-5.5979958,-4.9146814,-5.0647798,-5.839427,-5.58359,-5.8518996,-5.39709,-4.3103523,-5.6740165,-5.3035727,-4.5724597,1.0577509,-5.7761,-4.895318,-4.738035,-5.11494,-4.636348,-6.025292,-5.2663894,-5.3416786,-4.1542144,-5.492051,-4.5425777,-5.3201165,-5.051371,-4.9155293,-5.3681736,-4.566814,-4.820637,-5.141317,-4.4840136,-4.657705,-4.682073,-4.710691,-5.0699077,-4.547301,-4.6890817,-4.632935,-5.0372157,-4.038681,-4.929085,-4.9616914,-4.279829,-4.458053,-4.445003,-4.6069784,-5.5857906,-5.0920944,-6.128589,-5.7283487,-5.4466157,-4.903081,-4.4604316,-5.483174,-5.8411245,-5.20905,-4.682203,-5.227732,-5.495882,-5.2648807,-5.3843513,-5.458352,-5.9251885,-6.1210027,-4.7803836,-5.171748,-4.972899,-4.8036976,-4.8754106,-2.9029922,-5.660289,14
About Business Component,Overall,Flow_summary,"Click ""start"" -> select your require function and companies -> fill all the field come out -> press ""submit"" -> press ""using iAM Smart"" -> sign the form with iam Smart digital signature -> submit the form",Give me this manual to use your Form-filling service.,-4.815995,-5.3440056,-3.83663,-5.0336266,-4.635878,-4.2528214,-5.3683724,-5.348348,-5.4050074,-6.541532,-5.1919556,-4.5178385,-4.1980915,-5.1487756,-4.5256248,-5.418806,-3.7508113,-4.3301287,-5.5676312,-4.7510915,-5.0845494,-4.251033,-5.239558,-5.299556,-4.603792,0.5744722,-4.6663046,-6.005356,-5.926015,-5.4632316,-4.2396984,-3.8911777,-4.9142632,-3.8224893,-5.5200624,-4.9410954,-4.0610213,-4.740205,-4.0308075,-6.0167384,-5.489307,-4.6726885,-5.6636176,-5.4596295,-6.028762,-4.739156,-4.946839,-5.15539,-3.3809695,-5.5379333,-5.4553194,-6.0191917,-4.799674,-3.2698276,-5.7926583,-5.2282057,-5.195048,-4.7887664,-3.5116942,-5.2692146,-5.8556128,-6.333071,-5.300171,-4.9466677,-4.398217,-4.2939672,-5.057453,-5.7830105,-5.226373,-5.5465837,-6.496207,-4.8007917,-5.337621,-4.1035085,25
About Techology,Form recognizer,Form_recognizer_flow,"Click on ""Form recognizer"" button on mobile app -> take a photo as instructed -> return the 5 most likely form to you -> select the one -> process the remaining process.",We know not how to use the form recognizer.,-5.207969,-5.585666,-6.0257664,-5.401013,-5.1845727,-5.861543,-5.119591,-4.6132007,-4.4944363,-4.981563,-6.0133896,-5.5328364,-4.26883,-4.797745,-5.6358657,-6.549617,-6.2647967,-5.7308383,-4.8904314,-6.144701,-5.9054556,-4.843689,-4.3964014,-6.1403723,-4.8432193,-5.294477,-4.8907003,-4.319113,-5.5191917,-6.0815187,-5.256097,-5.739006,-5.3383794,-6.4509363,-5.1321282,-6.3092895,-5.7506084,-5.0105815,-5.132348,-4.7113876,-6.169969,-4.8938074,-6.227935,-6.0168066,-5.21431,-4.639786,-4.9434633,-5.7900457,-5.89211,-4.940828,-3.9606597,-4.231203,-5.9451256,-5.9101143,-4.912558,-5.7687135,-5.3531384,-5.58813,-4.603993,-3.0256345,0.8898075,-3.232831,-4.6627254,-5.262587,-4.812513,-6.452885,-4.4623957,-5.493136,-4.5701447,-4.051389,-4.037964,-5.89345,-5.5524,-5.0423546,60
